observed_mean,observed_sd,replicated_mean_2.5%,replicated_mean_50%,replicated_mean_97.5%,replicated_sd_2.5%,replicated_sd_50%,replicated_sd_97.5%,prior_predictive_p_mean,prior_predictive_p_sd,obs_loglik_2.5%,obs_loglik_50%,obs_loglik_97.5%,rep_loglik_2.5%,rep_loglik_50%,rep_loglik_97.5%,numerical_mean,numerical_sd,numerical_precision,dummy_mean,dummy_sd,dummy_precision,dummy_prior_columns,numerical_prior_columns,intercept_prior_mean,intercept_prior_precision,random_precision_shape,random_precision_rate,mixture_weight,narrow_variance,wide_variance
1059475.7584676119,2712665.8357998207,661893.5764477322,2445050.6569367284,1364108018802.0227,1207938.9600340175,561700071.0329953,2667762682071638.5,0.73,0.8945,-48787802.12311199,-32613632.745840646,-25122972.77421981,-8313789.073962732,-8307863.190254889,-8302107.206587992,0.0,0.5,4.0,0.0,0.5,4.0,33,3,12.958310289508939,0.0,1.0,5e-05,0.6893097795089332,0.13113383648700314,0.7724612488924822
